Student ID,Name,Batch/Class,Department/Major,Date of Admission,Date of Graduation,Semester-wise GPA,Cumulative GPA,Core Engineering Course Grades,Elective Course Grades,Project/Research Work Evaluation,Hackathon Participation,Paper Presentations,Research Publications,Leadership Roles,Volunteer Work,Certifications,Workshops Attended,Internships,Skills Demonstrated,Attendance Record,Disciplinary Actions,Special Needs/Disabilities,Scholarships/Awards,Year,Gender
53767297,Mark Davis,Batch 2,Civil Engineering,2020-03-11,2025-02-07,"[10.375857241109575, 9.441109554641944]",9.91,"['A', 'C', 'F', 'D', 'F']","['A', 'D', 'D']",7.82,Local,2,2,President,False,0,3,2,Medium,97,Warning,,1,2,Female
97254118,Isabel Miller,Batch 2,Mechanical Engineering,2021-11-24,2026-01-06,"[10.015854746919256, 10.151700071144592]",10.08,"['A', 'A', 'C', 'D', 'C']","['B', 'D', 'F']",7.96,None,3,0,Vice President,False,0,4,4,Medium,79,,,1,2,Male
24795913,Bryan Church,Batch 4,Computer Science Engineering,2020-07-14,2026-01-13,"[9.656192123131564, 10.125683524953633, 10.399571867547866, 9.071578237071272]",9.81,"['D', 'D', 'B', 'B', 'C']","['C', 'C', 'B']",8.38,Local,5,1,Treasurer,True,7,9,2,Low,89,Warning,Yes,4,4,Female
2265018,Madeline Lane,Batch 2,Electronics Communication Engineering,2024-03-23,2027-03-27,"[10.097856931515027, 9.49975794094801]",9.8,"['A', 'A', 'C', 'C', 'A']","['A', 'C', 'D']",9.52,National,1,3,None,False,1,9,1,Medium,89,,,1,2,Female
20463671,Julia Baker,Batch 3,Mechanical Engineering,2022-11-08,2027-01-16,"[10.636514137097189, 10.726041596930942, 9.854785559575127]",10.41,"['F', 'B', 'A', 'A', 'B']","['A', 'D', 'C']",7.37,National,1,2,Vice President,False,6,3,4,Medium,86,Probation,,3,3,Female
69639145,Jason Cameron,Batch 2,Electronics Communication Engineering,2020-09-18,2026-10-09,"[9.942900016002106, 9.591319723441213]",9.77,"['F', 'D', 'D', 'A', 'D']","['C', 'D', 'C']",7.98,Local,3,2,None,False,7,1,1,Medium,93,Warning,Yes,2,2,Male
74929949,Jesse Johnson,Batch 1,Mechanical Engineering,2020-09-14,2027-10-14,[10.412588722996471],10.41,"['F', 'B', 'F', 'F', 'C']","['A', 'A', 'D']",8.15,None,5,1,President,True,7,8,1,Medium,85,Probation,Yes,5,1,Male
91365622,Brittany Hinton,Batch 4,Mechanical Engineering,2021-12-22,2026-06-21,"[10.255272124825424, 10.13641787290673, 9.472209182855572, 9.309991703400755]",9.79,"['F', 'D', 'F', 'C', 'F']","['A', 'D', 'C']",8.44,National,4,1,Vice President,True,5,7,3,High,91,,,0,4,Female
80723970,Susan Reed,Batch 2,Electrical Engineering,2020-11-13,2027-03-24,"[9.752480095464945, 9.290693100029516]",9.52,"['D', 'D', 'B', 'B', 'C']","['D', 'F', 'F']",9.78,None,1,0,Treasurer,True,1,2,4,Medium,85,,Yes,5,2,Female
25162781,Samuel Ford,Batch 3,Electronics Communication Engineering,2023-01-15,2028-05-21,"[10.31834440292909, 9.901096764905015, 10.94129215269778]",10.39,"['A', 'C', 'D', 'F', 'B']","['C', 'A', 'B']",7.64,International,1,0,Vice President,True,4,1,1,Low,93,,Yes,4,3,Female
45118036,Molly Wolf,Batch 1,Mechanical Engineering,2021-12-18,2027-06-08,[10.836678527137625],10.84,"['C', 'B', 'C', 'B', 'B']","['B', 'D', 'F']",8.52,National,1,3,Vice President,True,5,8,2,Low,87,Probation,,4,1,Male
47263337,Kelly Fox,Batch 2,Computer Science Engineering,2024-06-28,2027-12-12,"[8.60812540764511, 10.653590713230248]",9.63,"['F', 'A', 'D', 'F', 'A']","['B', 'F', 'B']",7.03,National,3,2,Treasurer,True,1,8,3,Medium,78,Probation,,1,2,Male
32076806,Christy Daniels,Batch 3,Electrical Engineering,2021-06-15,2027-10-09,"[9.962444283311019, 9.127374460291122, 9.66606685633205]",9.59,"['C', 'B', 'F', 'F', 'A']","['A', 'D', 'A']",8.78,Local,2,0,President,False,5,7,0,High,88,Warning,,1,3,Male
80519997,Alicia Rojas PhD,Batch 1,Computer Science Engineering,2024-05-30,2028-07-20,[10.65028355500879],10.65,"['C', 'A', 'C', 'F', 'D']","['C', 'B', 'F']",7.13,Local,5,3,None,False,3,5,4,Medium,94,Warning,Yes,1,1,Male
66519167,Virginia Mcmillan,Batch 4,Electronics Communication Engineering,2020-11-14,2027-02-26,"[10.6619409281984, 10.363179595780114, 10.31572314834372, 10.213511234681794]",10.39,"['A', 'C', 'B', 'A', 'F']","['D', 'D', 'C']",9.87,International,5,3,Vice President,True,6,2,1,Medium,89,Probation,Yes,5,4,Female
94310364,Shannon Clark,Batch 4,Computer Science Engineering,2019-12-06,2028-05-08,"[9.918566328389671, 9.918936600632502, 10.502745307053202, 9.552034559462202]",9.97,"['B', 'C', 'F', 'C', 'D']","['F', 'C', 'B']",8.72,None,1,2,Vice President,True,10,0,1,High,100,Probation,Yes,5,4,Female
85292752,James Bishop,Batch 2,Mechanical Engineering,2020-02-07,2025-02-20,"[10.521580744668288, 9.847469299367287]",10.18,"['D', 'D', 'C', 'F', 'F']","['D', 'D', 'C']",9.72,National,4,0,Vice President,True,9,3,0,Low,93,,,1,2,Female
65679327,Mark Bartlett,Batch 4,Mechanical Engineering,2022-01-30,2028-05-27,"[9.836001336878205, 10.211531785472477, 9.785193304449024, 10.589940958604284]",10.11,"['B', 'A', 'C', 'D', 'D']","['C', 'D', 'F']",9.22,International,3,1,President,False,5,2,1,High,76,,Yes,4,4,Male
17398902,Arthur Becker,Batch 4,Mechanical Engineering,2021-08-04,2026-12-24,"[10.428483587775615, 10.268217616684725, 10.502072088956758, 10.134743133541022]",10.33,"['A', 'B', 'A', 'F', 'B']","['A', 'D', 'D']",8.94,None,5,0,Treasurer,False,6,8,3,High,86,,Yes,2,4,Male
16166199,Michael Rhodes,Batch 4,Civil Engineering,2023-08-08,2025-08-15,"[9.751230990783723, 10.796570744406061, 10.100882545824984, 10.283696437827547]",10.23,"['F', 'A', 'B', 'F', 'F']","['F', 'D', 'B']",8.67,None,2,3,None,False,9,9,0,Medium,96,Warning,Yes,1,4,Female
4456283,Robin Hernandez,Batch 4,Civil Engineering,2023-03-26,2028-07-03,"[10.50756986045512, 10.583971058530697, 9.576070382987977, 10.056142166798477]",10.18,"['B', 'C', 'C', 'B', 'C']","['C', 'B', 'B']",8.62,Local,4,2,None,True,6,3,0,High,90,,Yes,5,4,Male
33688461,David Townsend,Batch 1,Electronics Communication Engineering,2023-10-17,2025-09-23,[10.155125566415995],10.16,"['B', 'A', 'D', 'F', 'B']","['C', 'D', 'A']",8.27,National,0,0,None,True,0,0,0,High,93,Probation,,0,1,Female
34473563,Derek Smith,Batch 2,Mechanical Engineering,2019-12-04,2028-07-09,"[9.793460972462933, 8.811741219445441]",9.3,"['A', 'C', 'D', 'C', 'F']","['C', 'F', 'C']",7.23,National,5,2,President,True,10,1,1,Medium,96,Probation,Yes,3,2,Male
63793621,Scott Fuller,Batch 3,Civil Engineering,2020-01-16,2026-07-26,"[10.49536853677643, 9.195552419388147, 8.87838284203059]",9.52,"['C', 'D', 'B', 'F', 'A']","['F', 'D', 'A']",7.88,International,2,2,None,False,3,5,4,High,91,,,4,3,Female
2258108,Megan Pierce,Batch 1,Computer Science Engineering,2021-02-28,2027-04-14,[10.963486494822432],10.96,"['C', 'F', 'F', 'F', 'C']","['F', 'C', 'C']",9.08,Local,0,1,Treasurer,False,1,4,4,Medium,96,Probation,,1,1,Female
14967899,Michael Brooks,Batch 1,Mechanical Engineering,2020-02-18,2027-11-12,[10.09016119285409],10.09,"['F', 'B', 'A', 'C', 'F']","['A', 'D', 'A']",9.2,International,5,0,None,False,2,8,1,High,99,Warning,,5,1,Female
58126769,Laura Lopez,Batch 3,Electronics Communication Engineering,2022-02-21,2025-05-23,"[10.066126413891196, 10.022931533299527, 10.363914035575567]",10.15,"['B', 'B', 'C', 'F', 'C']","['C', 'F', 'A']",7.94,Local,3,1,President,True,10,8,1,Low,77,,,2,3,Female
5102096,Justin Calderon MD,Batch 1,Mechanical Engineering,2022-03-01,2025-10-14,[9.629002122730798],9.63,"['C', 'B', 'B', 'B', 'B']","['A', 'A', 'B']",8.87,National,1,2,None,True,9,7,1,Medium,79,Probation,Yes,5,1,Female
33841961,Jillian Lara,Batch 3,Electrical Engineering,2021-06-06,2028-02-20,"[10.079166377089077, 9.525463425468859, 9.317722972576334]",9.64,"['B', 'B', 'F', 'F', 'A']","['A', 'B', 'B']",8.6,Local,3,2,President,True,7,2,3,Low,91,Warning,Yes,2,3,Male
22199958,Joseph Bailey,Batch 1,Electrical Engineering,2023-11-30,2026-11-01,[9.247636678882326],9.25,"['D', 'B', 'A', 'F', 'C']","['D', 'F', 'F']",8.61,International,1,3,Treasurer,True,8,8,0,High,78,Warning,Yes,1,1,Female
52782846,William Hendrix,Batch 1,Electrical Engineering,2021-07-07,2026-11-01,[11.084706914413797],11.08,"['A', 'F', 'B', 'D', 'D']","['A', 'A', 'F']",7.75,International,0,3,President,False,1,10,1,Low,75,Warning,Yes,5,1,Male
27369532,Joe Cruz,Batch 1,Electronics Communication Engineering,2021-04-17,2027-06-05,[9.886320410111914],9.89,"['A', 'B', 'A', 'A', 'F']","['D', 'B', 'F']",8.3,International,3,3,Treasurer,True,6,3,0,High,79,,Yes,5,1,Male
25156168,Todd Gibbs,Batch 2,Electrical Engineering,2023-06-13,2027-07-06,"[10.490629007861948, 9.453094263345724]",9.97,"['F', 'D', 'D', 'D', 'A']","['A', 'F', 'A']",9.37,None,1,3,Treasurer,True,4,7,3,Low,95,,Yes,5,2,Female
50866059,Zachary Fitzgerald,Batch 3,Electronics Communication Engineering,2020-05-15,2028-03-03,"[10.336931040150244, 10.231874531835922, 9.888190686866093]",10.15,"['A', 'D', 'B', 'C', 'F']","['C', 'A', 'A']",7.83,National,4,2,Vice President,False,0,10,1,Low,76,Warning,Yes,4,3,Male
21078572,Stephanie Rogers,Batch 1,Mechanical Engineering,2023-06-11,2027-09-01,[10.074525119199516],10.07,"['B', 'C', 'D', 'B', 'A']","['F', 'B', 'D']",8.8,None,4,1,President,False,0,7,3,Low,95,,,0,1,Male
97930545,Terri Vazquez,Batch 3,Electronics Communication Engineering,2022-09-30,2024-12-19,"[10.782930187646857, 9.47231619446056, 10.36385402296093]",10.21,"['B', 'D', 'B', 'B', 'F']","['C', 'C', 'D']",8.87,International,4,0,President,True,1,1,3,Low,86,Warning,,3,3,Male
4668968,Robert Keller,Batch 2,Computer Science Engineering,2024-01-02,2027-11-27,"[9.814016780583348, 9.764124918847882]",9.79,"['D', 'F', 'D', 'D', 'F']","['B', 'C', 'D']",7.66,National,4,1,Treasurer,False,7,7,1,High,84,Warning,Yes,4,2,Female
21937118,Peggy Fowler,Batch 2,Electronics Communication Engineering,2024-06-27,2027-06-25,"[9.990605271380177, 9.547219627842116]",9.77,"['D', 'C', 'D', 'F', 'F']","['A', 'C', 'F']",8.62,National,1,1,Treasurer,True,7,9,4,Low,91,,,1,2,Female
96659945,John Jones,Batch 2,Electronics Communication Engineering,2024-02-25,2028-03-26,"[10.624607695215289, 9.821902932142283]",10.22,"['C', 'B', 'C', 'D', 'F']","['B', 'C', 'C']",7.89,National,5,3,None,False,8,0,4,Medium,77,,Yes,0,2,Female
88893826,Janet Byrd,Batch 3,Computer Science Engineering,2024-10-16,2026-02-09,"[10.248559817984507, 9.837958379499012, 9.565743329216637]",9.88,"['A', 'B', 'B', 'D', 'C']","['D', 'D', 'B']",7.19,Local,4,1,None,True,2,9,0,Low,94,Warning,Yes,1,3,Female
21525809,Kevin Santana II,Batch 4,Mechanical Engineering,2022-10-11,2027-12-11,"[10.093353597611207, 9.467800301809465, 10.226660514751101, 10.241680050131494]",10.01,"['C', 'A', 'B', 'C', 'B']","['A', 'F', 'A']",7.77,National,5,1,Treasurer,False,10,5,0,High,78,Warning,,0,4,Male
13162730,Rebecca Lynch,Batch 1,Electrical Engineering,2021-05-19,2026-01-24,[10.106963811173486],10.11,"['F', 'A', 'C', 'F', 'A']","['D', 'C', 'A']",9.57,Local,4,0,None,False,8,10,4,High,90,,Yes,3,1,Female
21723809,Elijah Wilson,Batch 2,Electrical Engineering,2020-04-16,2025-07-22,"[9.875436067233782, 9.490968529827384]",9.68,"['F', 'B', 'D', 'B', 'B']","['B', 'C', 'C']",8.45,International,4,2,President,False,6,2,0,Medium,78,Warning,,1,2,Female
67260642,Whitney Brown,Batch 2,Electrical Engineering,2022-04-14,2028-05-20,"[9.76852526682422, 10.6062983919108]",10.19,"['F', 'C', 'A', 'B', 'F']","['D', 'F', 'F']",8.49,Local,0,0,Vice President,False,7,0,2,Medium,95,,Yes,2,2,Female
57607792,Samuel Munoz,Batch 2,Electrical Engineering,2024-06-19,2027-04-20,"[10.187604838294332, 10.178797049255676]",10.18,"['F', 'A', 'B', 'A', 'B']","['D', 'A', 'D']",7.83,National,3,2,President,False,1,3,1,High,86,Probation,,2,2,Male
41127059,Rachel Patel MD,Batch 4,Civil Engineering,2022-02-13,2028-08-27,"[10.243902021594408, 10.338104060235512, 10.137063417666788, 9.737775044306023]",10.11,"['C', 'D', 'F', 'B', 'B']","['C', 'A', 'A']",7.87,Local,5,2,President,True,9,9,2,High,84,,Yes,5,4,Male
58140301,Jimmy Bell,Batch 2,Computer Science Engineering,2022-11-26,2025-08-20,"[10.419680229104726, 8.905874651210086]",9.66,"['B', 'D', 'B', 'D', 'A']","['F', 'F', 'F']",8.64,None,1,0,President,False,9,2,4,Medium,99,Warning,Yes,4,2,Female
58556314,Victor Clark,Batch 1,Civil Engineering,2021-12-06,2025-08-24,[8.995403865080851],9.0,"['B', 'A', 'F', 'D', 'F']","['F', 'D', 'F']",7.4,None,1,0,Vice President,True,1,5,0,Low,99,Warning,Yes,5,1,Female
21645049,Kathryn Andrade,Batch 2,Civil Engineering,2019-10-20,2025-05-04,"[9.554491491928278, 10.834390744694499]",10.19,"['C', 'B', 'D', 'C', 'A']","['C', 'A', 'A']",9.37,National,4,1,Treasurer,False,0,0,2,Low,87,Warning,Yes,4,2,Male
58695718,Yolanda Johnson,Batch 4,Electronics Communication Engineering,2021-10-14,2027-03-10,"[9.274305088421952, 9.914753570606555, 10.279955796566709, 10.215959063062316]",9.92,"['B', 'C', 'B', 'F', 'D']","['A', 'D', 'F']",7.64,None,4,3,None,True,6,7,2,Low,83,Warning,,3,4,Male
29877160,Marc Shaffer,Batch 2,Mechanical Engineering,2020-06-28,2027-04-17,"[8.808313348558062, 9.748340259164703]",9.28,"['C', 'A', 'D', 'F', 'B']","['A', 'B', 'F']",8.19,Local,3,2,Vice President,False,2,4,1,Medium,91,,Yes,5,2,Female
58587384,Jacob Thomas,Batch 3,Civil Engineering,2022-10-26,2028-08-10,"[9.97317171580592, 10.285994824074162, 10.373952327319087]",10.21,"['A', 'A', 'A', 'B', 'F']","['B', 'A', 'A']",8.19,National,0,1,Vice President,True,4,3,1,Medium,84,Probation,Yes,2,3,Male
15531421,Andre Bauer,Batch 2,Computer Science Engineering,2019-11-02,2026-11-01,"[10.500636484940127, 9.74698395691117]",10.12,"['A', 'D', 'C', 'F', 'F']","['A', 'D', 'C']",8.49,Local,5,0,Treasurer,False,2,10,0,Medium,100,,,5,2,Male
31147717,Andrea Rios,Batch 1,Civil Engineering,2023-09-17,2027-03-01,[9.732223366867036],9.73,"['C', 'C', 'A', 'A', 'C']","['F', 'D', 'D']",9.06,International,1,2,Vice President,False,5,10,4,Low,97,Probation,,3,1,Female
25317979,Deborah King,Batch 4,Electrical Engineering,2020-11-06,2028-06-23,"[9.873174317089703, 9.653982957598913, 10.189433352791552, 9.133112134587638]",9.71,"['A', 'B', 'C', 'F', 'B']","['F', 'B', 'B']",8.4,National,2,0,President,False,1,4,0,High,96,,Yes,3,4,Male
82626530,William Clark,Batch 2,Computer Science Engineering,2021-03-06,2027-07-26,"[10.644206649557448, 10.22175025085629]",10.43,"['F', 'F', 'D', 'B', 'F']","['D', 'C', 'A']",7.81,None,4,1,Vice President,True,5,1,0,Medium,94,Probation,,3,2,Male
67547271,Tony Parker,Batch 2,Mechanical Engineering,2021-12-03,2027-11-29,"[9.941237793736708, 9.539473542755022]",9.74,"['D', 'A', 'C', 'A', 'C']","['F', 'F', 'A']",7.06,None,0,0,Treasurer,True,9,9,0,High,92,,,3,2,Female
20498879,Bethany Woodward,Batch 3,Mechanical Engineering,2022-04-10,2026-09-11,"[10.407046377417398, 9.686144336274369, 10.395510089053046]",10.16,"['F', 'D', 'B', 'C', 'B']","['D', 'F', 'F']",7.19,None,2,2,Vice President,False,5,8,3,Medium,88,Probation,,4,3,Male
14207299,Jade Smith,Batch 1,Electronics Communication Engineering,2022-05-09,2026-12-20,[10.570510312239577],10.57,"['F', 'C', 'C', 'B', 'A']","['D', 'B', 'C']",9.07,National,2,2,President,True,6,8,1,Medium,77,Probation,,1,1,Female
79033937,Jared Jackson,Batch 1,Electronics Communication Engineering,2021-08-10,2025-02-22,[10.11750267519731],10.12,"['B', 'C', 'F', 'A', 'C']","['A', 'C', 'C']",8.16,None,5,3,Treasurer,True,0,8,1,Low,97,,Yes,3,1,Female
47771283,Craig Lopez,Batch 2,Electrical Engineering,2024-04-02,2027-01-25,"[10.414292160934624, 10.606679868696956]",10.51,"['D', 'D', 'A', 'C', 'B']","['B', 'F', 'B']",8.63,National,5,2,None,False,7,6,4,Low,98,,,0,2,Male
2379058,Robin Brown,Batch 3,Mechanical Engineering,2024-06-21,2026-10-26,"[9.989093563321765, 9.973519805458528, 9.387636500784609]",9.78,"['D', 'D', 'A', 'D', 'A']","['C', 'C', 'D']",8.67,None,0,2,Treasurer,True,9,6,2,Low,87,Warning,Yes,4,3,Male
54925183,Anthony Reyes MD,Batch 3,Computer Science Engineering,2023-04-30,2026-12-09,"[9.667685984275291, 10.410633497008739, 11.009624019496508]",10.36,"['F', 'D', 'F', 'B', 'B']","['F', 'F', 'B']",8.5,National,0,0,President,False,4,8,0,Medium,84,Warning,,2,3,Female
67573199,Ashley Richardson,Batch 3,Computer Science Engineering,2023-08-24,2026-05-19,"[10.468708556538479, 9.91098829940991, 10.594925701592329]",10.32,"['F', 'D', 'B', 'F', 'C']","['A', 'C', 'A']",9.15,Local,1,2,Vice President,False,3,0,2,Low,79,Probation,,1,3,Female
43287692,David Anderson,Batch 4,Mechanical Engineering,2023-12-10,2027-05-30,"[9.815672277017647, 10.55638952683378, 9.917392596786968, 9.146222839247333]",9.86,"['B', 'C', 'F', 'D', 'A']","['A', 'D', 'B']",8.57,National,0,0,Treasurer,True,7,4,0,High,98,Probation,Yes,1,4,Male
97730299,Michelle Lopez,Batch 1,Computer Science Engineering,2022-08-13,2028-06-28,[10.886410426282495],10.89,"['F', 'D', 'F', 'A', 'F']","['B', 'C', 'B']",7.94,Local,3,1,Treasurer,False,3,10,2,Medium,83,Warning,Yes,4,1,Female
10848806,Vicki Ryan,Batch 2,Computer Science Engineering,2024-09-16,2028-01-31,"[10.178241838820394, 10.036333699387894]",10.11,"['B', 'A', 'B', 'A', 'B']","['A', 'C', 'D']",8.06,None,0,1,President,False,10,4,0,High,80,Warning,Yes,5,2,Female
9850613,Jodi Campos,Batch 4,Electrical Engineering,2019-10-28,2026-01-12,"[9.866384108489306, 9.67539718309543, 10.62440245087264, 10.89000517488076]",10.26,"['D', 'C', 'A', 'B', 'A']","['C', 'D', 'A']",8.72,International,5,3,Treasurer,True,9,1,4,Medium,78,Warning,,0,4,Male
26217301,Brendan Cook,Batch 3,Computer Science Engineering,2023-01-04,2027-01-09,"[9.896406296067205, 10.558765247932532, 10.602871471267544]",10.35,"['B', 'C', 'C', 'C', 'D']","['B', 'A', 'D']",8.78,International,5,0,Treasurer,False,10,8,1,Medium,92,Warning,,5,3,Male
67765676,Dr. Daniel Kent,Batch 3,Electronics Communication Engineering,2022-11-11,2027-09-10,"[10.366432167506439, 9.837727805279657, 9.718883973274727]",9.97,"['B', 'A', 'D', 'D', 'A']","['A', 'C', 'B']",8.87,Local,0,1,Vice President,True,7,4,2,High,91,,,5,3,Female
36791273,Marvin Grimes,Batch 4,Computer Science Engineering,2023-01-13,2025-05-24,"[10.515312397597736, 10.915372520774953, 9.629418605882014, 9.961482043863754]",10.26,"['A', 'B', 'A', 'A', 'C']","['F', 'D', 'A']",8.57,International,4,3,President,True,0,1,1,Low,93,,,0,4,Male
14816852,Paul Woods,Batch 3,Civil Engineering,2021-08-07,2027-01-23,"[10.147664840405945, 11.184933294308358, 10.057414124636821]",10.46,"['D', 'D', 'D', 'F', 'C']","['C', 'F', 'D']",9.96,None,0,3,Vice President,False,0,7,3,Medium,100,,,1,3,Male
19796313,Anna Roberts,Batch 4,Electronics Communication Engineering,2023-09-16,2025-11-02,"[10.111662002946664, 9.480265537231036, 10.79260676164943, 10.08414377124159]",10.12,"['A', 'A', 'B', 'B', 'F']","['C', 'F', 'B']",9.48,Local,2,3,None,False,8,7,1,Medium,86,,,2,4,Male
20400772,Marie Rosales,Batch 1,Computer Science Engineering,2022-08-28,2027-02-23,[9.426579114261195],9.43,"['D', 'C', 'A', 'F', 'B']","['C', 'B', 'A']",7.81,Local,4,1,None,False,1,3,4,High,89,,,4,1,Female
42455414,Christian Vazquez,Batch 2,Electronics Communication Engineering,2022-05-08,2028-10-15,"[9.557027628031088, 10.676006903937246]",10.12,"['D', 'B', 'D', 'B', 'C']","['A', 'D', 'D']",9.3,International,0,3,None,False,8,5,4,Medium,98,Warning,Yes,4,2,Female
309975,Amanda Mendez,Batch 1,Computer Science Engineering,2021-01-14,2027-10-09,[11.085780639614859],11.09,"['B', 'F', 'F', 'A', 'D']","['A', 'F', 'C']",8.07,None,1,0,None,True,3,0,1,Medium,87,Warning,Yes,4,1,Male
62613465,Austin Smith,Batch 4,Mechanical Engineering,2023-10-04,2028-04-30,"[10.821018610580465, 10.262097278038762, 10.321157146544033, 10.518109185835883]",10.48,"['B', 'C', 'B', 'F', 'A']","['D', 'A', 'A']",8.43,None,4,2,None,True,0,2,2,High,89,,,0,4,Female
63599439,Brendan Bowman,Batch 1,Mechanical Engineering,2020-12-06,2027-09-16,[9.812304540785085],9.81,"['F', 'C', 'B', 'C', 'C']","['C', 'B', 'A']",9.59,Local,0,3,None,False,4,7,1,High,98,,Yes,2,1,Female
54060122,Scott Scott,Batch 4,Mechanical Engineering,2023-09-29,2028-05-07,"[9.598383956623511, 9.620647451763828, 10.868488708120765, 9.295946389407918]",9.85,"['F', 'F', 'F', 'C', 'A']","['B', 'C', 'D']",9.17,International,3,2,Treasurer,True,5,0,0,High,85,Probation,Yes,4,4,Female
53112447,Philip Gardner,Batch 3,Mechanical Engineering,2022-01-05,2027-01-27,"[9.468726430192284, 10.389148589947165, 9.757611551190518]",9.87,"['C', 'F', 'F', 'F', 'B']","['F', 'F', 'A']",7.52,National,5,0,Treasurer,True,2,2,4,High,99,,Yes,3,3,Male
18771142,Heidi Gibson,Batch 4,Mechanical Engineering,2021-11-11,2025-09-20,"[9.579475087198064, 9.915612347985851, 9.952717430697279, 9.557819551172466]",9.75,"['F', 'D', 'D', 'A', 'B']","['F', 'D', 'A']",9.87,None,1,3,Vice President,True,4,7,0,High,97,,,1,4,Female
45485249,Andrew Ingram,Batch 3,Electrical Engineering,2023-10-27,2026-03-05,"[10.223321610485993, 9.740000774006438, 9.882816377956933]",9.95,"['D', 'F', 'F', 'C', 'C']","['C', 'D', 'F']",8.1,International,3,3,President,True,4,7,4,High,87,Warning,Yes,4,3,Female
32090415,Alexander Dillon,Batch 2,Computer Science Engineering,2024-04-22,2028-08-26,"[9.604687832468516, 9.217239777624075]",9.41,"['D', 'A', 'D', 'A', 'D']","['B', 'B', 'D']",9.28,Local,0,0,Vice President,False,3,2,1,High,94,,Yes,5,2,Female
8634283,Rachel Graham,Batch 3,Civil Engineering,2024-08-22,2027-02-02,"[9.35749471198073, 9.89803331842395, 10.325406828858576]",9.86,"['D', 'A', 'D', 'B', 'A']","['B', 'D', 'B']",9.21,None,1,2,None,False,4,6,1,High,80,Warning,Yes,2,3,Female
97352681,Michelle Mack,Batch 4,Computer Science Engineering,2020-06-12,2027-07-17,"[10.270703090354377, 10.196875074373736, 10.474895908093977, 10.97657628842395]",10.48,"['A', 'B', 'F', 'D', 'A']","['C', 'A', 'B']",9.13,None,5,0,Vice President,True,9,1,0,Low,93,Warning,Yes,5,4,Male
23369764,Joshua Miller,Batch 3,Electrical Engineering,2023-11-12,2025-08-02,"[10.120421431894036, 10.019184134480911, 9.825282500250333]",9.99,"['A', 'B', 'F', 'D', 'C']","['B', 'C', 'B']",7.75,None,3,0,Vice President,True,3,2,2,High,75,,Yes,2,3,Female
32871853,Christy Jenkins,Batch 3,Electronics Communication Engineering,2020-05-26,2027-07-15,"[9.679184086664636, 10.026195590580079, 10.513402784855733]",10.07,"['A', 'A', 'B', 'C', 'D']","['D', 'D', 'B']",9.17,International,0,2,Treasurer,True,6,1,4,High,82,Warning,,2,3,Female
27118350,Lynn Hancock,Batch 1,Electrical Engineering,2023-08-21,2027-01-20,[9.427522299292027],9.43,"['C', 'C', 'C', 'D', 'C']","['C', 'A', 'B']",8.26,International,1,3,Vice President,False,2,7,0,Medium,88,Warning,,1,1,Male
87744990,Laurie Pierce,Batch 3,Civil Engineering,2021-08-16,2027-11-27,"[9.254687512776012, 9.67015351634431, 9.252415479414381]",9.39,"['A', 'C', 'D', 'D', 'A']","['C', 'B', 'C']",8.41,Local,0,1,None,False,5,2,0,Medium,100,Warning,,3,3,Male
42534634,Christy Thompson,Batch 1,Electronics Communication Engineering,2023-06-03,2027-09-02,[9.99482364059917],9.99,"['D', 'B', 'D', 'B', 'F']","['B', 'A', 'A']",8.44,Local,2,1,President,False,6,0,2,Low,90,,,3,1,Female
11556584,Amber Garcia,Batch 4,Electrical Engineering,2021-11-15,2026-12-18,"[11.11003309758105, 10.512401371377479, 10.23084157344748, 10.234562717129904]",10.52,"['C', 'D', 'F', 'F', 'C']","['D', 'F', 'C']",7.57,International,4,3,President,True,9,4,1,Medium,83,Probation,Yes,0,4,Female
12346089,Joseph Peters,Batch 3,Civil Engineering,2022-08-18,2027-12-03,"[10.46276105753503, 9.977142750795508, 10.28967581094755]",10.24,"['C', 'B', 'F', 'C', 'F']","['A', 'B', 'C']",7.04,None,4,0,Vice President,True,4,9,4,High,97,,Yes,0,3,Female
43300484,Scott Contreras,Batch 1,Electrical Engineering,2024-09-01,2024-12-20,[9.789078275676559],9.79,"['D', 'D', 'B', 'B', 'D']","['F', 'F', 'F']",8.97,None,4,3,None,True,0,0,0,Medium,86,Warning,Yes,1,1,Male
1963091,Scott Roberts,Batch 1,Mechanical Engineering,2019-10-23,2027-01-28,[11.034568843549408],11.03,"['D', 'A', 'A', 'C', 'D']","['F', 'D', 'A']",8.07,National,4,3,Vice President,False,2,9,3,Medium,78,,Yes,5,1,Female
68889928,Joe Stein,Batch 2,Electrical Engineering,2020-01-20,2027-12-12,"[10.178507769581449, 9.979141037129626]",10.08,"['B', 'B', 'B', 'C', 'B']","['B', 'B', 'B']",7.61,International,0,3,None,True,7,4,1,Medium,85,Probation,,2,2,Male
83100257,Adam Cook,Batch 2,Mechanical Engineering,2021-09-26,2025-07-01,"[10.082139363435584, 10.258889715719684]",10.17,"['D', 'C', 'C', 'D', 'F']","['A', 'F', 'F']",9.72,None,1,0,President,True,0,6,4,Low,82,Probation,Yes,4,2,Female
85342554,Emily Thompson,Batch 1,Mechanical Engineering,2021-05-05,2028-07-21,[9.889315470740874],9.89,"['C', 'F', 'A', 'B', 'F']","['A', 'B', 'C']",9.05,Local,5,2,President,False,7,8,4,High,81,Warning,,5,1,Female
